 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Median
1,13020,67.601,72.684,35,0,255,241.500,37,242.153,38.153,35
2,323078,38.640,73.685,244,0,255,631,249.500,609.955,245.828,10
3,72828,196.769,75.610,244,0,255,448,491.500,435.226,491.457,244
4,45326,221.441,52.263,244,0,255,950,497.500,955.144,496.186,244
5,434404,180.695,80.841,244,0,255,629,801,624.120,788.842,241
