 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Median
1,9682,209.127,76.192,255,0,255,274,59.500,277.874,58.845,251
2,148488,224.641,50.759,242,5,255,451,300.500,459.095,303.452,242
3,62244,233.207,57.179,255,0,255,634.500,566,634.680,565.246,255
4,53040,236.741,51.906,255,0,255,309,713,309.489,713.178,255
5,52632,233.721,57.584,255,0,255,639,714,639.368,712.893,255
6,49056,236.832,51.647,255,0,255,961,710,961.903,709.904,255
7,92208,236.951,42.142,255,13,255,629,927,623.725,927.309,255
