 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Median
1,104436,161.877,31.805,146,0,254,634.500,74,637.763,70.578,162
2,112808,72.812,38.447,60,1,255,389,271,374.123,266.561,63
3,573861,145.555,90.106,255,0,255,634.500,728.500,618.692,740.572,145
