 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Median
1,12670,184.243,93.910,255,0,255,246.500,45,247.141,45.914,248
2,378143,52.539,58.536,35,0,255,635.500,311.500,630.142,299.158,35
3,44583,233.067,58.305,255,0,255,456.500,561.500,459.476,562.058,255
4,249049,150.637,93.893,255,0,255,634.500,754.500,615.840,750.431,152
5,102480,147.196,98.607,255,0,255,634.500,964,650.003,953.891,153
