 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Median
1,10752,102.082,62.805,61,0,255,218,52,216.552,47.305,82
2,207298,159.564,79.331,223,2,255,628,219.500,602.013,225.086,196
3,172200,224.926,58.280,255,0,255,484,548.500,490.201,547.200,253
4,87591,220.203,72.248,255,0,255,943.500,549.500,947.328,559.174,255
5,122400,234.375,48.042,255,0,255,385.500,880,388.349,881.455,253
6,123480,228.603,58.114,255,0,255,867.500,884,870.578,884.094,253
